split,policy,attack_scope,configuration,method,model,top_fraction,top_n,positives_in_top,precision_at_top,recall_at_top,lift_at_top
validacao_2025_pre_pectra,strict,insertion,a_completa,IF,IF:a_completa,0.1,101,100,0.9900990099009901,0.1485884101040119,1.4858841010401187
validacao_2025_pre_pectra,strict,displacement,a_completa,IF,IF:a_completa,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,a_completa,IF,IF:a_completa,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,a_completa,IF,IF:a_completa,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,a_completa,IF,IF:a_completa,0.01,13,11,0.8461538461538461,0.013613861386138614,1.3404417364813406
validacao_2025_pre_pectra,sensitivity,all,a_completa,IF,IF:a_completa,0.05,64,59,0.921875,0.07301980198019802,1.4603960396039604
validacao_2025_pre_pectra,sensitivity,all,a_completa,IF,IF:a_completa,0.1,128,121,0.9453125,0.14975247524752475,1.4975247524752475
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,IF,IF:a_completa,0.01,11,11,1.0,0.01634472511144131,1.50074294205052
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,IF,IF:a_completa,0.05,51,50,0.9803921568627451,0.07429420505200594,1.471316609853451
validacao_2025_pre_pectra,sensitivity,insertion,a_completa,IF,IF:a_completa,0.1,101,100,0.9900990099009901,0.1485884101040119,1.4858841010401187
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,IF,IF:a_completa,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,IF,IF:a_completa,0.05,14,5,0.35714285714285715,0.037037037037037035,0.7142857142857143
validacao_2025_pre_pectra,sensitivity,displacement,a_completa,IF,IF:a_completa,0.1,27,9,0.3333333333333333,0.06666666666666667,0.6666666666666666
validacao_2025_pre_pectra,strict,all,b_completa,AE,AE:b_completa,0.01,11,8,0.7272727272727273,0.01167883211678832,1.0978102189781023
validacao_2025_pre_pectra,strict,all,b_completa,AE,AE:b_completa,0.05,52,39,0.75,0.05693430656934306,1.132116788321168
validacao_2025_pre_pectra,strict,all,b_completa,AE,AE:b_completa,0.1,104,72,0.6923076923076923,0.10510948905109489,1.045030881527232
validacao_2025_pre_pectra,strict,insertion,b_completa,AE,AE:b_completa,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,strict,insertion,b_completa,AE,AE:b_completa,0.05,51,39,0.7647058823529411,0.05794947994056464,1.1476269556856917
validacao_2025_pre_pectra,strict,insertion,b_completa,AE,AE:b_completa,0.1,101,69,0.6831683168316832,0.1025260029717682,1.025260029717682
validacao_2025_pre_pectra,strict,displacement,b_completa,AE,AE:b_completa,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_completa,AE,AE:b_completa,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_completa,AE,AE:b_completa,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,b_completa,AE,AE:b_completa,0.01,13,7,0.5384615384615384,0.008663366336633664,0.853008377760853
validacao_2025_pre_pectra,sensitivity,all,b_completa,AE,AE:b_completa,0.05,64,45,0.703125,0.055693069306930694,1.113861386138614
validacao_2025_pre_pectra,sensitivity,all,b_completa,AE,AE:b_completa,0.1,128,83,0.6484375,0.10272277227722772,1.0272277227722773
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,AE,AE:b_completa,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,AE,AE:b_completa,0.05,51,39,0.7647058823529411,0.05794947994056464,1.1476269556856917
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,AE,AE:b_completa,0.1,101,69,0.6831683168316832,0.1025260029717682,1.025260029717682
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,AE,AE:b_completa,0.01,3,1,0.3333333333333333,0.007407407407407408,0.6666666666666666
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,AE,AE:b_completa,0.05,14,7,0.5,0.05185185185185185,1.0
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,AE,AE:b_completa,0.1,27,12,0.4444444444444444,0.08888888888888889,0.8888888888888888
validacao_2025_pre_pectra,strict,all,b_completa,IF,IF:b_completa,0.01,11,10,0.9090909090909091,0.014598540145985401,1.3722627737226278
validacao_2025_pre_pectra,strict,all,b_completa,IF,IF:b_completa,0.05,52,48,0.9230769230769231,0.07007299270072993,1.393374508702976
validacao_2025_pre_pectra,strict,all,b_completa,IF,IF:b_completa,0.1,104,99,0.9519230769230769,0.14452554744525548,1.4369174620999439
validacao_2025_pre_pectra,strict,insertion,b_completa,IF,IF:b_completa,0.01,11,11,1.0,0.01634472511144131,1.50074294205052
validacao_2025_pre_pectra,strict,insertion,b_completa,IF,IF:b_completa,0.05,51,51,1.0,0.07578008915304606,1.50074294205052
validacao_2025_pre_pectra,strict,insertion,b_completa,IF,IF:b_completa,0.1,101,100,0.9900990099009901,0.1485884101040119,1.4858841010401187
validacao_2025_pre_pectra,strict,displacement,b_completa,IF,IF:b_completa,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_completa,IF,IF:b_completa,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_completa,IF,IF:b_completa,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,b_completa,IF,IF:b_completa,0.01,13,12,0.9230769230769231,0.01485148514851485,1.4623000761614624
validacao_2025_pre_pectra,sensitivity,all,b_completa,IF,IF:b_completa,0.05,64,60,0.9375,0.07425742574257425,1.4851485148514851
validacao_2025_pre_pectra,sensitivity,all,b_completa,IF,IF:b_completa,0.1,128,122,0.953125,0.15099009900990099,1.50990099009901
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,IF,IF:b_completa,0.01,11,11,1.0,0.01634472511144131,1.50074294205052
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,IF,IF:b_completa,0.05,51,51,1.0,0.07578008915304606,1.50074294205052
validacao_2025_pre_pectra,sensitivity,insertion,b_completa,IF,IF:b_completa,0.1,101,100,0.9900990099009901,0.1485884101040119,1.4858841010401187
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,IF,IF:b_completa,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,IF,IF:b_completa,0.05,14,3,0.21428571428571427,0.022222222222222223,0.42857142857142855
validacao_2025_pre_pectra,sensitivity,displacement,b_completa,IF,IF:b_completa,0.1,27,6,0.2222222222222222,0.044444444444444446,0.4444444444444444
validacao_2025_pre_pectra,strict,all,c_completa,AE,AE:c_completa,0.01,11,7,0.6363636363636364,0.010218978102189781,0.9605839416058395
validacao_2025_pre_pectra,strict,all,c_completa,AE,AE:c_completa,0.05,52,32,0.6153846153846154,0.04671532846715328,0.9289163391353173
validacao_2025_pre_pectra,strict,all,c_completa,AE,AE:c_completa,0.1,104,62,0.5961538461538461,0.0905109489051095,0.8998877035373386
validacao_2025_pre_pectra,strict,insertion,c_completa,AE,AE:c_completa,0.01,11,7,0.6363636363636364,0.010401188707280832,0.9550182358503309
validacao_2025_pre_pectra,strict,insertion,c_completa,AE,AE:c_completa,0.05,51,32,0.6274509803921569,0.0475482912332838,0.9416426303062087
validacao_2025_pre_pectra,strict,insertion,c_completa,AE,AE:c_completa,0.1,101,62,0.6138613861386139,0.09212481426448738,0.9212481426448736
validacao_2025_pre_pectra,strict,displacement,c_completa,AE,AE:c_completa,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_completa,AE,AE:c_completa,0.05,2,1,0.5,0.08333333333333333,1.0
validacao_2025_pre_pectra,strict,displacement,c_completa,AE,AE:c_completa,0.1,3,1,0.3333333333333333,0.08333333333333333,0.6666666666666666
validacao_2025_pre_pectra,sensitivity,all,c_completa,AE,AE:c_completa,0.01,13,8,0.6153846153846154,0.009900990099009901,0.974866717440975
validacao_2025_pre_pectra,sensitivity,all,c_completa,AE,AE:c_completa,0.05,64,31,0.484375,0.038366336633663366,0.7673267326732673
validacao_2025_pre_pectra,sensitivity,all,c_completa,AE,AE:c_completa,0.1,128,61,0.4765625,0.07549504950495049,0.754950495049505
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,AE,AE:c_completa,0.01,11,7,0.6363636363636364,0.010401188707280832,0.9550182358503309
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,AE,AE:c_completa,0.05,51,32,0.6274509803921569,0.0475482912332838,0.9416426303062087
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,AE,AE:c_completa,0.1,101,62,0.6138613861386139,0.09212481426448738,0.9212481426448736
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,AE,AE:c_completa,0.01,3,1,0.3333333333333333,0.007407407407407408,0.6666666666666666
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,AE,AE:c_completa,0.05,14,6,0.42857142857142855,0.044444444444444446,0.8571428571428571
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,AE,AE:c_completa,0.1,27,10,0.37037037037037035,0.07407407407407407,0.7407407407407407
validacao_2025_pre_pectra,strict,all,c_completa,IF,IF:c_completa,0.01,11,10,0.9090909090909091,0.014598540145985401,1.3722627737226278
validacao_2025_pre_pectra,strict,all,c_completa,IF,IF:c_completa,0.05,52,48,0.9230769230769231,0.07007299270072993,1.393374508702976
validacao_2025_pre_pectra,strict,all,c_completa,IF,IF:c_completa,0.1,104,99,0.9519230769230769,0.14452554744525548,1.4369174620999439
validacao_2025_pre_pectra,strict,insertion,c_completa,IF,IF:c_completa,0.01,11,11,1.0,0.01634472511144131,1.50074294205052
validacao_2025_pre_pectra,strict,insertion,c_completa,IF,IF:c_completa,0.05,51,50,0.9803921568627451,0.07429420505200594,1.471316609853451
validacao_2025_pre_pectra,strict,insertion,c_completa,IF,IF:c_completa,0.1,101,100,0.9900990099009901,0.1485884101040119,1.4858841010401187
validacao_2025_pre_pectra,strict,displacement,c_completa,IF,IF:c_completa,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_completa,IF,IF:c_completa,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_completa,IF,IF:c_completa,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,c_completa,IF,IF:c_completa,0.01,13,12,0.9230769230769231,0.01485148514851485,1.4623000761614624
validacao_2025_pre_pectra,sensitivity,all,c_completa,IF,IF:c_completa,0.05,64,59,0.921875,0.07301980198019802,1.4603960396039604
validacao_2025_pre_pectra,sensitivity,all,c_completa,IF,IF:c_completa,0.1,128,123,0.9609375,0.15222772277227722,1.5222772277227723
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,IF,IF:c_completa,0.01,11,11,1.0,0.01634472511144131,1.50074294205052
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,IF,IF:c_completa,0.05,51,50,0.9803921568627451,0.07429420505200594,1.471316609853451
validacao_2025_pre_pectra,sensitivity,insertion,c_completa,IF,IF:c_completa,0.1,101,100,0.9900990099009901,0.1485884101040119,1.4858841010401187
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,IF,IF:c_completa,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,IF,IF:c_completa,0.05,14,2,0.14285714285714285,0.014814814814814815,0.2857142857142857
validacao_2025_pre_pectra,sensitivity,displacement,c_completa,IF,IF:c_completa,0.1,27,10,0.37037037037037035,0.07407407407407407,0.7407407407407407
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01167883211678832,1.0978102189781023
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,52,39,0.75,0.05693430656934306,1.132116788321168
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,104,79,0.7596153846153846,0.11532846715328467,1.1466311061201573
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,51,40,0.7843137254901961,0.05943536404160475,1.1770532878827606
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,101,80,0.7920792079207921,0.1188707280832095,1.188707280832095
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,13,10,0.7692307692307693,0.012376237623762377,1.2185833968012187
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,64,47,0.734375,0.05816831683168317,1.1633663366336635
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,128,92,0.71875,0.11386138613861387,1.1386138613861387
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,51,40,0.7843137254901961,0.05943536404160475,1.1770532878827606
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,101,80,0.7920792079207921,0.1188707280832095,1.188707280832095
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,14,5,0.35714285714285715,0.037037037037037035,0.7142857142857143
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,27,10,0.37037037037037035,0.07407407407407407,0.7407407407407407
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,11,4,0.36363636363636365,0.00583941605839416,0.5489051094890511
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,52,38,0.7307692307692307,0.05547445255474453,1.1030881527231893
validacao_2025_pre_pectra,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,104,82,0.7884615384615384,0.11970802919708029,1.1901740595171253
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,51,44,0.8627450980392157,0.06537890044576523,1.294758616671037
validacao_2025_pre_pectra,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,101,88,0.8712871287128713,0.13075780089153047,1.3075780089153046
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,13,5,0.38461538461538464,0.006188118811881188,0.6092916984006094
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,64,49,0.765625,0.06064356435643564,1.2128712871287128
validacao_2025_pre_pectra,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,128,93,0.7265625,0.1150990099009901,1.1509900990099011
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,51,44,0.8627450980392157,0.06537890044576523,1.294758616671037
validacao_2025_pre_pectra,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,101,88,0.8712871287128713,0.13075780089153047,1.3075780089153046
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,14,2,0.14285714285714285,0.014814814814814815,0.2857142857142857
validacao_2025_pre_pectra,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,27,6,0.2222222222222222,0.044444444444444446,0.4444444444444444
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,11,5,0.45454545454545453,0.0072992700729927005,0.6861313868613139
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,52,37,0.7115384615384616,0.05401459854014599,1.0740595171252107
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,104,69,0.6634615384615384,0.10072992700729927,1.001487928130264
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,11,5,0.45454545454545453,0.007429420505200594,0.6821558827502363
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,51,37,0.7254901960784313,0.0549777117384844,1.0887742912915537
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,101,70,0.693069306930693,0.10401188707280833,1.040118870728083
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,13,6,0.46153846153846156,0.007425742574257425,0.7311500380807312
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,64,42,0.65625,0.05198019801980198,1.0396039603960396
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,128,79,0.6171875,0.09777227722772278,0.9777227722772277
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,11,5,0.45454545454545453,0.007429420505200594,0.6821558827502363
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,51,37,0.7254901960784313,0.0549777117384844,1.0887742912915537
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,101,70,0.693069306930693,0.10401188707280833,1.040118870728083
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,14,5,0.35714285714285715,0.037037037037037035,0.7142857142857143
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,27,12,0.4444444444444444,0.08888888888888889,0.8888888888888888
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,11,7,0.6363636363636364,0.010218978102189781,0.9605839416058395
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,52,41,0.7884615384615384,0.059854014598540145,1.1901740595171253
validacao_2025_pre_pectra,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,104,85,0.8173076923076923,0.12408759124087591,1.2337170129140933
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,51,44,0.8627450980392157,0.06537890044576523,1.294758616671037
validacao_2025_pre_pectra,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,101,90,0.8910891089108911,0.1337295690936107,1.337295690936107
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,2,0,0.0,0.0,0.0
validacao_2025_pre_pectra,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,13,8,0.6153846153846154,0.009900990099009901,0.974866717440975
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,64,49,0.765625,0.06064356435643564,1.2128712871287128
validacao_2025_pre_pectra,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,128,103,0.8046875,0.12747524752475248,1.2747524752475248
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,11,8,0.7272727272727273,0.01188707280832095,1.0914494124003782
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,51,44,0.8627450980392157,0.06537890044576523,1.294758616671037
validacao_2025_pre_pectra,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,101,90,0.8910891089108911,0.1337295690936107,1.337295690936107
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,3,0,0.0,0.0,0.0
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,14,2,0.14285714285714285,0.014814814814814815,0.2857142857142857
validacao_2025_pre_pectra,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,27,6,0.2222222222222222,0.044444444444444446,0.4444444444444444
transicao_pectra_2025,strict,all,a_completa,AE,AE:a_completa,0.01,3,2,0.6666666666666666,0.014388489208633094,1.0023980815347722
transicao_pectra_2025,strict,all,a_completa,AE,AE:a_completa,0.05,11,5,0.45454545454545453,0.03597122302158273,0.6834532374100719
transicao_pectra_2025,strict,all,a_completa,AE,AE:a_completa,0.1,21,11,0.5238095238095238,0.07913669064748201,0.7875984926344639
transicao_pectra_2025,strict,insertion,a_completa,AE,AE:a_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,a_completa,AE,AE:a_completa,0.05,11,4,0.36363636363636365,0.028985507246376812,0.5454545454545455
transicao_pectra_2025,strict,insertion,a_completa,AE,AE:a_completa,0.1,21,11,0.5238095238095238,0.07971014492753623,0.7857142857142858
transicao_pectra_2025,strict,displacement,a_completa,AE,AE:a_completa,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,a_completa,AE,AE:a_completa,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,a_completa,AE,AE:a_completa,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,a_completa,AE,AE:a_completa,0.01,4,1,0.25,0.004694835680751174,0.41901408450704225
transicao_pectra_2025,sensitivity,all,a_completa,AE,AE:a_completa,0.05,18,8,0.4444444444444444,0.03755868544600939,0.7449139280125195
transicao_pectra_2025,sensitivity,all,a_completa,AE,AE:a_completa,0.1,36,19,0.5277777777777778,0.0892018779342723,0.884585289514867
transicao_pectra_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,0.05,11,4,0.36363636363636365,0.028985507246376812,0.5454545454545455
transicao_pectra_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,0.1,21,11,0.5238095238095238,0.07971014492753623,0.7857142857142858
transicao_pectra_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,0.01,2,1,0.5,0.013333333333333334,1.0
transicao_pectra_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,0.05,8,3,0.375,0.04,0.75
transicao_pectra_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,0.1,15,7,0.4666666666666667,0.09333333333333334,0.9333333333333333
transicao_pectra_2025,strict,all,a_completa,IF,IF:a_completa,0.01,3,3,1.0,0.02158273381294964,1.5035971223021583
transicao_pectra_2025,strict,all,a_completa,IF,IF:a_completa,0.05,11,11,1.0,0.07913669064748201,1.5035971223021583
transicao_pectra_2025,strict,all,a_completa,IF,IF:a_completa,0.1,21,20,0.9523809523809523,0.14388489208633093,1.4319972593353887
transicao_pectra_2025,strict,insertion,a_completa,IF,IF:a_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,a_completa,IF,IF:a_completa,0.05,11,11,1.0,0.07971014492753623,1.5
transicao_pectra_2025,strict,insertion,a_completa,IF,IF:a_completa,0.1,21,21,1.0,0.15217391304347827,1.5
transicao_pectra_2025,strict,displacement,a_completa,IF,IF:a_completa,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,a_completa,IF,IF:a_completa,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,a_completa,IF,IF:a_completa,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,a_completa,IF,IF:a_completa,0.01,4,4,1.0,0.018779342723004695,1.676056338028169
transicao_pectra_2025,sensitivity,all,a_completa,IF,IF:a_completa,0.05,18,18,1.0,0.08450704225352113,1.676056338028169
